"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16"
"1";0,40225896989395;1,05979086311289e-05;3,89347559915956e-05;1,55652774411134e-05;0,0323509229836266;0,00493920157285521;0,000845982204621228;0,00116069105347151;1,60765879918818e-05;0,000168502601536849;0,40909586769845;0,578758438898854;0,94325052778499;0,00422666510689452;2,64469071252074e-06;5,53293474972558e-06
"2";0,986016392319429;1,39768276140019e-05;8,05005354094127e-05;1,52049922104435e-05;0,992547432008997;0,000305454712589177;0,000200692312961766;0,0833567544290857;3,80992606224348e-05;0,000170459188366215;0,00131377509117023;0,000417350228687017;0,00120562800394558;0,910713466293346;6,26754625063032e-06;1,07566175057624e-05
"3";0,376806639085761;1,14954254101838e-05;0,0141995131507428;1,35079722462383e-05;0,0138088868721197;0,377701578926855;0,000327528548043404;0,000642428671199004;2,85057248926157e-05;0,10437189810826;0,476858244953891;0,0127217787561191;0,70466645093435;0,0694641381769429;4,68935478096489e-06;8,27965162079718e-06
"4";0,000460269192070339;8,67831814292159e-05;6,66755987077403e-06;0,000234288289746575;0,000124238944221428;0,000243562754792849;5,07375548659421e-05;0,323414512246246;3,04855178395341e-06;0,00780206348569262;0,000383354508486472;9,7863386027352e-05;0,000266386377396693;0,266081763167047;5,0150420224989e-07;3,43770536068511e-05
"5";0,22439642975819;6,37843688077595e-06;2,57222900924909e-05;8,96470776708086e-06;0,0121257597756685;0,00249370664884171;0,000438643093396392;0,277400358029705;1,09984337182496e-05;9,75027055326375e-05;0,206076514486902;0,291457175204356;0,475046631930391;0,260196682116807;1,80930526004681e-06;3,60228489887948e-06
"6";0,490936127006156;9,72881121387851e-06;5,05297195729377e-05;1,16829297840151e-05;0,057262161924591;0,0593499511245816;0,000321048812703461;0,000589521683717046;2,33024499607225e-05;0,127863734421653;0,495679289064656;0,529642742539461;0,950333573709244;0,00216920058202516;3,83338629657414e-06;6,83792992102574e-06
"7";0,478103501881013;8,64100025861797e-06;3,81103397666231e-05;0,00104944211019288;0,0771198020169662;0,00269532235011548;0,000534157642727097;0,0938363380748006;1,67856015072842e-05;0,000126511212437951;0,0401823164160974;0,451409679025173;0,729556288136216;0,210914437688697;2,76132746731002e-06;0,000756987693912875
"8";0,737297969550025;1,90991382061736e-05;7,18067717176392e-05;2,7762125803565e-05;0,730671400014828;0,0085580517425211;0,00147407172582444;0,31494705671114;2,99202144162952e-05;0,000300865998043334;0,0115937970871116;0,0026360443239572;0,00739708948824041;0,67267416947762;4,92204654274803e-06;1,01662946403722e-05
"9";0,563800105288814;0,00595708975188492;7,31906513450992e-05;0,00799120501488019;0,000427724953131965;0,000687947093470815;0,99088228564084;0,000596108822662524;3,50511878884518e-05;0,000162348621568397;0,00171047880252294;0,000491534409346857;0,00140914402611763;0,909773750588394;5,66531458968926e-06;0,000354728619760432
"10";0,349085618928385;8,78117600053409e-06;3,89332987484453e-05;0,0135040740961046;0,0500515471427424;0,00269620732340045;0,000495394959505048;0,0379848232072147;1,71761888996433e-05;0,000138833529246538;0,585471699000341;0,188612549290629;0,874973611742499;0,072131550786948;2,82558132764608e-06;0,00188468075466232
"11";0,43309504049847;2,24228851549202e-05;5,29181600723826e-05;3,81240464223971e-05;0,0416808525769219;0,0166146438598925;0,00269744500457395;0,00340399401686119;1,69933268629648e-05;0,000406859673789821;0,454354548560337;0,551233824395989;0,920410601897048;0,0123509163043774;2,79549963575017e-06;8,20287023109629e-06
"12";0,195319501540936;9,72617783337619e-06;3,00000243237224e-05;1,52950666724447e-05;0,037624979529581;0,00573237874113966;0,000952981595159486;0,0812202449750365;1,14422406163909e-05;0,000164438399774834;0,632099583765519;0,19426751241619;0,785414555153681;0,00454216995826768;1,88231405839156e-06;0,0016187554000695
"13";0,567233031497611;2,21313835316684e-05;5,12068161756053e-05;3,78087683972902e-05;0,00790376069709978;0,0166127961299223;0,00269390468806215;0,00339268213497185;1,61811036332972e-05;0,000403319362041966;0,0214874489848571;0,629294067749586;0,854312190951805;0,0123087517803882;2,66188426066833e-06;7,97451790235069e-06
"14";0,058325469674398;3,33478973631919e-05;4,54862170742817e-05;6,25521733494527e-05;0,0149890277574056;0,0316599607945902;0,00503493656669412;0,449629472485016;6,08167477049119e-06;0,000661855005465697;0,0403481624038155;0,00883871158437732;0,0247051261735223;0,128060621649064;1,00047040764036e-06;8,24923200422944e-06
"15";0,986293475390465;2,09086017123972e-05;0,000122273701579984;2,26979427422638e-05;0,000282233541679563;0,995964485370802;0,000268608886416333;0,000826700397009583;5,79833421081387e-05;0,000254750714836773;0,953846080373219;0,00057059685206558;0,0016544151647773;0,00307945673969006;9,56614362857424e-06;1,63224362069255e-05
"16";0,40680964929014;5,06321012379193e-06;2,89110925026973e-05;5,61962377417223e-06;0,0203899150634135;0,00118316922922273;8,65676124179435e-05;0,000222679665096626;1,36375509641647e-05;6,28841194066694e-05;0,394500879833334;0,323044426124697;0,947769672822202;0,000826543150835146;2,24345512223129e-06;2,82517229176697e-05
